player_id,competition,season,matches_played,name,name_clean,age,position,position_full,grouped_position,position_list,position_full_list,grouped_position_list,primary_position,primary_position_full,primary_grouped_position,team_name,pass_xt_total,pass_xt_count,dribble_xt_total,dribble_xt_count,pass_xt_per90,dribble_xt_per90,total_xt,total_xt_per90,market_value_eur_m
2987,Serie A,2024/2025,12,Pepe Reina,Pepe Reina,42,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Como,0.1863852644123763,241.0,0.0,0.0,0.015532105367698024,0.0,0.1863852644123763,0.015532105367698024,0.5
4511,Premier League,2024/2025,4,James Milner,James Milner,39,Sub,Substitute,Substitute,DR|MC,Right Back|Central Midfielder,Right Defender|Central Midfielder,MC,Central Midfielder,Central Midfielder,Brighton,0.09142128963110083,52.0,-0.013904533745972551,1.0,0.022855322407775207,-0.003476133436493138,0.07751675588512827,0.019379188971282067,1.0
6227,LaLiga,2024/2025,37,Dani Rodríguez,Dani Rodríguez,37,Sub,Substitute,Substitute,AMC|AML|FW|MC|ML|MR,Attacking Midfielder|Left Attacking Midfielder|Striker|Central Midfielder|Left Midfielder|Right Midfielder,Attacking Midfielder|Left Winger|Striker|Central Midfielder,MC,Central Midfielder,Central Midfielder,Mallorca,2.1736007490557565,478.0,-0.026958577422681318,16.0,0.05874596619069612,-0.0007286102006130086,2.1466421716330752,0.05801735599008311,0.8
6683,Europa League,2024/2025,3,Dante,Dante,41,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,Nice,0.2206865757561744,186.0,0.007096458839225059,1.0,0.0735621919187248,0.0023654862797416864,0.22778303459539945,0.07592767819846648,
6683,Ligue 1,2024/2025,25,Dante,Dante,41,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,Nice,1.1558362332954122,1243.0,-0.030631488295759113,6.0,0.04623344933181649,-0.0012252595318303645,1.1252047449996532,0.04500818979998613,0.5
8166,Premier League,2024/2025,32,Ashley Young,Ashley Young,40,DR,Right Back,Right Defender,DL|DML|DR|MR,Left Back|Left Defensive Midfielder|Right Back|Right Midfielder,Left Defender|Defensive Midfielder|Right Defender|Central Midfielder,DR,Right Back,Right Defender,Everton,3.1895743957764653,710.0,0.029222234820284534,7.0,0.09967419986801454,0.0009131948381338917,3.2187966305967497,0.10058739470614843,0.5
9270,LaLiga,2024/2025,24,Abdón Prats,Abdón Prats,32,Sub,Substitute,Substitute,FW,Striker,Striker,FW,Striker,Striker,Mallorca,0.05439431085617863,59.0,0.0030902201329242856,1.0,0.002266429619007443,0.00012875917220517858,0.05748453098910292,0.0023951887912126214,1.2
9446,LaLiga,2024/2025,15,Jesús Navas,Jesús Navas,39,Sub,Substitute,Substitute,DMR|DR,Right Defensive Midfielder|Right Back,Defensive Midfielder|Right Defender,DR,Right Back,Right Defender,Sevilla,0.7387248960864377,203.0,-0.007557084899945883,4.0,0.04924832640576251,-0.0005038056599963922,0.7311678111864918,0.048744520745766115,
10372,Serie A,2024/2025,1,Daniele Padelli,Daniele Padelli,39,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Udinese,0.005824609803039676,13.0,0.0,0.0,0.005824609803039676,0.0,0.005824609803039676,0.005824609803039676,0.15
10454,Ligue 1,2024/2025,28,Djibril Sidibé,Djibril Sidibé,32,DMR,Right Defensive Midfielder,Defensive Midfielder,DC|DR,Centre-Back|Right Back,Centre-Back|Right Defender,DR,Right Back,Right Defender,Toulouse,2.9615713816492977,1014.0,-0.009649235156297892,11.0,0.10577040648747492,-0.0003446155412963533,2.9519221464929997,0.10542579094617856,1.0
12575,LaLiga,2024/2025,15,Raúl Albiol,Raúl Albiol,39,Sub,Substitute,Substitute,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,Villarreal,0.5218871152872854,717.0,0.0,0.0,0.03479247435248569,0.0,0.5218871152872854,0.03479247435248569,1.0
13754,Bundesliga,2024/2025,22,Manuel Neuer,Manuel Neuer,39,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Bayern Munich,0.4321998869482298,736.0,0.0,1.0,0.01964544940673772,0.0,0.4321998869482298,0.01964544940673772,4.0
13754,Champions League,2024/2025,10,Manuel Neuer,Manuel Neuer,39,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Bayern Munich,0.20556434070138865,304.0,0.00034693719036272435,1.0,0.020556434070138865,3.469371903627243e-05,0.20591127789175137,0.020591127789175136,
15243,Europa League,2024/2025,3,Johan Dahlin,Johan Dahlin,38,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Malmoe FF,0.002850101208814395,28.0,0.0,0.0,0.000950033736271465,0.0,0.002850101208814395,0.000950033736271465,
16161,Europa League,2024/2025,6,João Moutinho,João Moutinho,38,DMC,Defensive Midfielder,Defensive Midfielder,AMC|DMC|MC,Attacking Midfielder|Defensive Midfielder|Central Midfielder,Attacking Midfielder|Defensive Midfielder|Central Midfielder,MC,Central Midfielder,Central Midfielder,Braga,0.23264722875786908,245.0,-0.013905474587808804,1.0,0.038774538126311514,-0.002317579097968134,0.21874175417006028,0.03645695902834338,
16942,LaLiga,2024/2025,19,Óscar Trejo,Óscar Trejo,37,Sub,Substitute,Substitute,AMC|FW,Attacking Midfielder|Striker,Attacking Midfielder|Striker,AMC,Attacking Midfielder,Attacking Midfielder,Rayo Vallecano,0.4197132875752255,263.0,0.014657661162736021,9.0,0.022090173030275027,0.000771455850670317,0.43437094873796156,0.022861628880945346,0.5
19545,Champions League,2024/2025,10,Kasper Schmeichel,Kasper Schmeichel,38,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Celtic,0.07534053551031503,285.0,0.0,0.0,0.007534053551031502,0.0,0.07534053551031503,0.007534053551031502,
19580,Serie A,2024/2025,18,Lorenzo De Silvestri,Lorenzo De Silvestri,37,Sub,Substitute,Substitute,DMR|DR|MR,Right Defensive Midfielder|Right Back|Right Midfielder,Defensive Midfielder|Right Defender|Central Midfielder,DR,Right Back,Right Defender,Bologna,1.113596292412824,446.0,0.00015573440259210292,1.0,0.06186646068960133,8.65191125511683e-06,1.1137520268154162,0.06187511260085646,0.8
19910,Bundesliga,2024/2025,1,Norman Theuerkauf,Norman Theuerkauf,38,Sub,Substitute,Substitute,DMC,Defensive Midfielder,Defensive Midfielder,DMC,Defensive Midfielder,Defensive Midfielder,FC Heidenheim,0.022438682723815027,17.0,0.0,0.0,0.022438682723815027,0.0,0.022438682723815027,0.022438682723815027,0.175
20089,Europa League,2024/2025,5,Søren Rieks,Søren Rieks,38,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Malmoe FF,0.015651246104097707,23.0,0.0433930963318691,2.0,0.0031302492208195414,0.00867861926637382,0.059044342435966804,0.01180886848719336,
20874,Champions League,2024/2025,14,Luka Modric,Luka Modric,39,MC,Central Midfielder,Central Midfielder,AMC|DMC|MC,Attacking Midfielder|Defensive Midfielder|Central Midfielder,Attacking Midfielder|Defensive Midfielder|Central Midfielder,MC,Central Midfielder,Central Midfielder,Real Madrid,0.9560705171762761,584.0,0.005523746988527591,6.0,0.06829075122687686,0.00039455335632339935,0.9615942641648038,0.06868530458320027,
20874,LaLiga,2024/2025,35,Luka Modric,Luka Modric,39,MC,Central Midfielder,Central Midfielder,AMC|DMC|MC,Attacking Midfielder|Defensive Midfielder|Central Midfielder,Attacking Midfielder|Defensive Midfielder|Central Midfielder,MC,Central Midfielder,Central Midfielder,Real Madrid,3.6792844067112647,1677.0,-0.016100465263491008,14.0,0.10512241162032185,-0.00046001329324260023,3.6631839414477736,0.10466239832707924,4.0
20973,Premier League,2024/2025,14,Lukasz Fabianski,Lukasz Fabianski,40,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,West Ham,0.21992573880265678,271.0,2.0261841630661147e-06,3.0,0.015708981343046914,1.447274402190082e-07,0.21992776498681985,0.01570912607048713,0.5
21541,Europa League,2024/2025,5,Mats Hummels,Mats Hummels,36,Sub,Substitute,Substitute,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,Roma,0.1940282433926246,217.0,0.0,0.0,0.038805648678524915,0.0,0.1940282433926246,0.038805648678524915,
21541,Serie A,2024/2025,14,Mats Hummels,Mats Hummels,36,Sub,Substitute,Substitute,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,Roma,0.30329905091775755,387.0,0.013953696435553336,4.0,0.021664217922696967,0.0009966926025395241,0.3172527473533109,0.022660910525236493,2.0
21683,Premier League,2024/2025,14,Adam Lallana,Adam Lallana,37,Sub,Substitute,Substitute,AMC|DMC|MC,Attacking Midfielder|Defensive Midfielder|Central Midfielder,Attacking Midfielder|Defensive Midfielder|Central Midfielder,AMC,Attacking Midfielder,Attacking Midfielder,Southampton,0.6942600842803214,222.0,0.024159284163738835,5.0,0.049590006020022954,0.001725663154552774,0.7184193684440602,0.05131566917457573,0.75
21778,Europa League,2024/2025,1,Jan Vertonghen,Jan Vertonghen,38,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Anderlecht,0.0018682970761578967,10.0,0.0,0.0,0.0018682970761578967,0.0,0.0018682970761578967,0.0018682970761578967,
22079,Europa League,2024/2025,3,Jonny Evans,Jonny Evans,37,Sub,Substitute,Substitute,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,Manchester United,0.02153616722604331,78.0,0.0,0.0,0.007178722408681104,0.0,0.02153616722604331,0.007178722408681104,
22079,Premier League,2024/2025,7,Jonny Evans,Jonny Evans,37,Sub,Substitute,Substitute,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,Manchester United,0.10085049341457158,180.0,4.4213162382895736e-05,1.0,0.014407213344938798,6.3161660546993905e-06,0.10089470657695448,0.014413529510993497,1.0
23089,Champions League,2024/2025,1,Rui Patrício,Rui Patrício,37,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Atalanta,0.025598906552020042,28.0,0.0,0.0,0.025598906552020042,0.0,0.025598906552020042,0.025598906552020042,
23089,Serie A,2024/2025,3,Rui Patrício,Rui Patrício,37,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Atalanta,0.021949194266519985,68.0,0.0,0.0,0.007316398088839995,0.0,0.021949194266519985,0.007316398088839995,0.8
23100,Europa League,2024/2025,10,Dries Mertens,Dries Mertens,38,FW,Striker,Striker,AMC|FW,Attacking Midfielder|Striker,Attacking Midfielder|Striker,AMC,Attacking Midfielder,Attacking Midfielder,Galatasaray,2.124902892193136,267.0,0.0032399914617172593,3.0,0.2124902892193136,0.0003239991461717259,2.1281428836548533,0.21281428836548533,
23110,Champions League,2024/2025,9,Ángel Di María,Ángel Di María,37,Sub,Substitute,Substitute,AMC|AMR|FW|FWR,Attacking Midfielder|Right Attacking Midfielder|Striker|Right Winger,Attacking Midfielder|Right Winger|Striker,FWR,Right Winger,Right Winger,Benfica,1.1603046233918854,155.0,-0.004942958107714612,7.0,0.12892273593243173,-0.0005492175675238458,1.155361665284171,0.12837351836490787,
23220,Champions League,2024/2025,10,Matteo Darmian,Matteo Darmian,35,Sub,Substitute,Substitute,DC|DML|DMR,Centre-Back|Left Defensive Midfielder|Right Defensive Midfielder,Centre-Back|Defensive Midfielder,DMR,Right Defensive Midfielder,Defensive Midfielder,Inter,0.20633253919303188,126.0,0.0,0.0,0.020633253919303186,0.0,0.20633253919303188,0.020633253919303186,
23220,Serie A,2024/2025,29,Matteo Darmian,Matteo Darmian,35,Sub,Substitute,Substitute,DC|DML|DMR,Centre-Back|Left Defensive Midfielder|Right Defensive Midfielder,Centre-Back|Defensive Midfielder,DMR,Right Defensive Midfielder,Defensive Midfielder,Inter,1.7262623437131954,846.0,-0.0017807427139399038,4.0,0.059526287714248116,-6.140492117034151e-05,1.7244816009992556,0.05946488279307778,2.5
24154,Europa League,2024/2025,2,Dávid Gróf,Dávid Gróf,36,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Ferencvaros,0.06095700220830416,28.0,0.0,0.0,0.03047850110415208,0.0,0.06095700220830416,0.03047850110415208,
24400,Champions League,2024/2025,8,Cristhian Stuani,Cristhian Stuani,38,FW,Striker,Striker,FW,Striker,Striker,FW,Striker,Striker,Girona,0.003047142371079734,32.0,0.0,0.0,0.00038089279638496673,0.0,0.003047142371079734,0.00038089279638496673,
24400,LaLiga,2024/2025,32,Cristhian Stuani,Cristhian Stuani,38,FW,Striker,Striker,FW,Striker,Striker,FW,Striker,Striker,Girona,0.18043857972790686,106.0,-0.009185523211425493,2.0,0.005638705616497089,-0.00028704760035704665,0.17125305651648137,0.005351658016140043,1.0
24845,Europa League,2024/2025,12,Edin Dzeko,Edin Dzeko,39,Sub,Substitute,Substitute,FW,Striker,Striker,FW,Striker,Striker,Fenerbahce,0.6896051585695618,158.0,0.002681265451847964,2.0,0.057467096547463487,0.000223438787653997,0.6922864240214098,0.057690535335117483,
25191,Champions League,2024/2025,4,Axel Witsel,Axel Witsel,36,DC,Centre-Back,Centre-Back,DC|DMC|MC,Centre-Back|Defensive Midfielder|Central Midfielder,Centre-Back|Defensive Midfielder|Central Midfielder,DC,Centre-Back,Centre-Back,Atletico Madrid,0.11243890424861427,145.0,0.0,0.0,0.02810972606215357,0.0,0.11243890424861427,0.02810972606215357,
25191,LaLiga,2024/2025,14,Axel Witsel,Axel Witsel,36,DC,Centre-Back,Centre-Back,DC|DMC|MC,Centre-Back|Defensive Midfielder|Central Midfielder,Centre-Back|Defensive Midfielder|Central Midfielder,DC,Centre-Back,Centre-Back,Atletico Madrid,0.3620767562349033,489.0,0.012449710116740446,1.0,0.025862625445350236,0.0008892650083386033,0.37452646635164377,0.02675189045368884,2.0
25244,Serie A,2024/2025,13,Alexis Sánchez,Alexis Sánchez,36,FW,Striker,Striker,FW,Striker,Striker,FW,Striker,Striker,Udinese,0.177386422396381,123.0,0.006012817424831844,6.0,0.013645109415106231,0.00046252441729475725,0.18339923982121284,0.014107633832400988,1.5
25931,Champions League,2024/2025,2,César Azpilicueta,César Azpilicueta,35,DL,Left Back,Left Defender,DC|DL|DMR|DR,Centre-Back|Left Back|Right Defensive Midfielder|Right Back,Centre-Back|Left Defender|Defensive Midfielder|Right Defender,DC,Centre-Back,Centre-Back,Atletico Madrid,0.11810700710445599,70.0,0.0,0.0,0.05905350355222799,0.0,0.11810700710445599,0.05905350355222799,
25931,LaLiga,2024/2025,15,César Azpilicueta,César Azpilicueta,35,DL,Left Back,Left Defender,DC|DL|DMR|DR,Centre-Back|Left Back|Right Defensive Midfielder|Right Back,Centre-Back|Left Defender|Defensive Midfielder|Right Defender,DC,Centre-Back,Centre-Back,Atletico Madrid,0.6711504157732548,581.0,0.0008404077264797475,1.0,0.04474336105155032,5.60271817653165e-05,0.6719908234997346,0.04479938823331564,1.5
28186,LaLiga,2024/2025,36,Dani Parejo,Dani Parejo,36,Sub,Substitute,Substitute,DMC|MC,Defensive Midfielder|Central Midfielder,Defensive Midfielder|Central Midfielder,MC,Central Midfielder,Central Midfielder,Villarreal,1.9206179595998065,1338.0,-0.002196866440719509,8.0,0.053350498877772407,-6.102406779776414e-05,1.918421093159087,0.05328947480997464,1.5
28421,Champions League,2024/2025,13,Henrikh Mkhitaryan,Henrikh Mkhitaryan,36,MC,Central Midfielder,Central Midfielder,AMC|AML|MC,Attacking Midfielder|Left Attacking Midfielder|Central Midfielder,Attacking Midfielder|Left Winger|Central Midfielder,MC,Central Midfielder,Central Midfielder,Inter,0.9290491321674008,425.0,0.033654202364325335,9.0,0.07146531785903083,0.002588784797255795,0.9627033345317262,0.07405410265628663,
28421,Serie A,2024/2025,32,Henrikh Mkhitaryan,Henrikh Mkhitaryan,36,MC,Central Midfielder,Central Midfielder,AMC|AML|MC,Attacking Midfielder|Left Attacking Midfielder|Central Midfielder,Attacking Midfielder|Left Winger|Central Midfielder,MC,Central Midfielder,Central Midfielder,Inter,3.2841392813489554,1328.0,0.057523083594522635,7.0,0.10262935254215486,0.0017975963623288323,3.341662364943478,0.10442694890448369,4.0
29026,Europa League,2024/2025,5,Zanka,Zanka,35,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,DC,Centre-Back,Centre-Back,Anderlecht,0.25220453239848883,239.0,0.003610249689952249,1.0,0.05044090647969777,0.0007220499379904497,0.2558147820884411,0.05116295641768822,
29159,Champions League,2024/2025,5,Taras Stepanenko,Taras Stepanenko,35,Sub,Substitute,Substitute,DMC,Defensive Midfielder,Defensive Midfielder,DMC,Defensive Midfielder,Defensive Midfielder,Shakhtar Donetsk,0.010642710761255624,23.0,0.0,0.0,0.0021285421522511247,0.0,0.010642710761255624,0.0021285421522511247,
29400,Champions League,2024/2025,13,Robert Lewandowski,Robert Lewandowski,36,FW,Striker,Striker,FW,Striker,Striker,FW,Striker,Striker,Barcelona,0.33587631117449135,155.0,-0.007198983346326515,3.0,0.02583663932111472,-0.0005537679497174242,0.32867732782816483,0.025282871371397293,
29400,LaLiga,2024/2025,34,Robert Lewandowski,Robert Lewandowski,36,FW,Striker,Striker,FW,Striker,Striker,FW,Striker,Striker,Barcelona,0.4254059568879838,387.0,0.010112518414397038,20.0,0.012511939908470113,0.0002974270121881482,0.43551847530238086,0.01280936692065826,12.0
29463,Europa League,2024/2025,4,Willian,Willian,36,FWL,Left Winger,Left Winger,AML|AMR|FWL|FWR,Left Attacking Midfielder|Right Attacking Midfielder|Left Winger|Right Winger,Left Winger|Right Winger,AML,Left Attacking Midfielder,Left Winger,Olympiacos,0.12215230305246308,44.0,0.0,0.0,0.03053807576311577,0.0,0.12215230305246308,0.03053807576311577,
29463,Premier League,2024/2025,10,Willian,Willian,36,FWL,Left Winger,Left Winger,AML|AMR|FWL|FWR,Left Attacking Midfielder|Right Attacking Midfielder|Left Winger|Right Winger,Left Winger|Right Winger,AML,Left Attacking Midfielder,Left Winger,Fulham,0.4451014115261115,174.0,-0.0014510010903539313,1.0,0.04451014115261115,-0.00014510010903539313,0.44365041043575754,0.044365041043575755,0.75
29474,Europa League,2024/2025,12,Dusan Tadic,Dusan Tadic,36,Sub,Substitute,Substitute,AMC,Attacking Midfielder,Attacking Midfielder,AMC,Attacking Midfielder,Attacking Midfielder,Fenerbahce,1.7895488658364673,276.0,-0.018740516187983138,5.0,0.14912907215303894,-0.0015617096823319283,1.770808349648484,0.147567362470707,
29545,Ligue 1,2024/2025,18,Steve Mandanda,Steve Mandanda,40,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Rennes,0.19338115250125654,296.0,0.1003940674874031,2.0,0.010743397361180919,0.005577448193744616,0.29377521998865963,0.016320845554925537,0.5
29796,Europa League,2024/2025,4,Fraser Forster,Fraser Forster,37,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Tottenham,0.016611106949760687,103.0,0.0,0.0,0.004152776737440172,0.0,0.016611106949760687,0.004152776737440172,
29796,Premier League,2024/2025,7,Fraser Forster,Fraser Forster,37,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Tottenham,0.0339212599382571,108.0,-0.0001987434611739709,1.0,0.0048458942768938714,-2.8391923024852985e-05,0.03372251647708313,0.004817502353869019,1.0
30060,Ligue 1,2024/2025,27,André Ayew,André Ayew,35,FW,Striker,Striker,FW,Striker,Striker,FW,Striker,Striker,Le Havre,0.155314824471887,181.0,-0.004592062871826657,5.0,0.005752400906366185,-0.00017007640266024655,0.15072276160006035,0.0055823245037059386,0.6
30966,Europa League,2024/2025,6,Fernando Muslera,Fernando Muslera,39,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Galatasaray,0.0835063069202169,128.0,0.0,0.0,0.013917717820036151,0.0,0.0835063069202169,0.013917717820036151,
31826,Premier League,2024/2025,5,Séamus Coleman,Séamus Coleman,36,DR,Right Back,Right Defender,DC|DMR|DR,Centre-Back|Right Defensive Midfielder|Right Back,Centre-Back|Defensive Midfielder|Right Defender,DR,Right Back,Right Defender,Everton,0.14511586730084877,75.0,-0.08316682436659963,4.0,0.029023173460169756,-0.016633364873319924,0.061949042934249146,0.01238980858684983,0.5
32514,Champions League,2024/2025,3,Juraj Kucka,Juraj Kucka,38,MC,Central Midfielder,Central Midfielder,AMC|DMC|MC,Attacking Midfielder|Defensive Midfielder|Central Midfielder,Attacking Midfielder|Defensive Midfielder|Central Midfielder,MC,Central Midfielder,Central Midfielder,Slovan Bratislava,0.14371858873411558,80.0,-0.006956025536100486,4.0,0.04790619624470519,-0.002318675178700162,0.1367625631980151,0.045587521066005034,
32849,Bundesliga,2024/2025,1,Tobias Sippel,Tobias Sippel,37,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Borussia M.Gladbach,0.02456738662609529,16.0,0.0,0.0,0.02456738662609529,0.0,0.02456738662609529,0.02456738662609529,0.3
33532,Premier League,2024/2025,2,Jason Steele,Jason Steele,34,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Brighton,0.021371358851699433,96.0,0.0,0.0,0.010685679425849717,0.0,0.021371358851699433,0.010685679425849717,1.5
33649,Serie A,2024/2025,27,Milan Djuric,Milan Djuric,35,Sub,Substitute,Substitute,FW,Striker,Striker,FW,Striker,Striker,Parma Calcio 1913,0.32441693064186355,166.0,-0.08914683958338539,6.0,0.012015441875624576,-0.003301734799384644,0.23527009105847818,0.008713707076239932,1.5
33748,Europa League,2024/2025,1,Martin Olsson,Martin Olsson,37,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Sub,Substitute,Substitute,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33799,Serie A,2024/2025,6,Mario Balotelli,Mario Balotelli,34,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Genoa,0.004700867975079841,5.0,0.0,0.0,0.0007834779958466402,0.0,0.004700867975079841,0.0007834779958466402,0.5
33866,LaLiga,2024/2025,34,Vicente Guaita,Vicente Guaita,38,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Celta Vigo,0.17065620356118066,613.0,0.0,0.0,0.005019300104740608,0.0,0.17065620356118066,0.005019300104740608,0.7
33875,Serie A,2024/2025,9,Davide Faraoni,Davide Faraoni,33,Sub,Substitute,Substitute,DMR|DR|MR,Right Defensive Midfielder|Right Back|Right Midfielder,Defensive Midfielder|Right Defender|Central Midfielder,DMR,Right Defensive Midfielder,Defensive Midfielder,Verona,0.2474059060283073,65.0,0.0,0.0,0.02748954511425637,0.0,0.2474059060283073,0.02748954511425637,0.8
34545,Europa League,2024/2025,3,Przemyslaw Tyton,Przemyslaw Tyton,38,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Twente,0.050430559409405926,40.0,0.0,0.0,0.016810186469801976,0.0,0.050430559409405926,0.016810186469801976,
34550,Europa League,2024/2025,11,Remko Pasveer,Remko Pasveer,41,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Ajax,0.3202670551500617,258.0,0.0,0.0,0.02911518683182379,0.0,0.3202670551500617,0.02911518683182379,
34693,Champions League,2024/2025,8,Marko Arnautovic,Marko Arnautovic,36,Sub,Substitute,Substitute,FW,Striker,Striker,FW,Striker,Striker,Inter,0.23387341405145418,54.0,-0.011259895071243729,3.0,0.029234176756431772,-0.001407486883905466,0.22261351898021045,0.027826689872526306,
34693,Serie A,2024/2025,18,Marko Arnautovic,Marko Arnautovic,36,Sub,Substitute,Substitute,FW,Striker,Striker,FW,Striker,Striker,Inter,0.5268053819359787,115.0,0.0010393201339474619,2.0,0.029266965663109927,5.774000744152566e-05,0.5278447020699262,0.029324705670551454,3.0
35506,Bundesliga,2024/2025,1,Sven Ulreich,Sven Ulreich,37,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Bayern Munich,0.019170953469952172,24.0,0.0,0.0,0.019170953469952172,0.0,0.019170953469952172,0.019170953469952172,0.5
35506,Champions League,2024/2025,2,Sven Ulreich,Sven Ulreich,37,Sub,Substitute,Substitute,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Bayern Munich,0.0024400348656077615,14.0,0.0,0.0,0.0012200174328038807,0.0,0.0024400348656077615,0.0012200174328038807,
35758,Champions League,2024/2025,14,Yann Sommer,Yann Sommer,36,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Inter,0.17119672455851698,468.0,-0.00021591386141870577,1.0,0.012228337468465498,-1.5422418672764696e-05,0.17098081069709828,0.012212915049792734,
35758,Serie A,2024/2025,33,Yann Sommer,Yann Sommer,36,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,GK,Goalkeeper,Goalkeeper,Inter,0.3910489134304642,1056.0,0.0,0.0,0.01184996707365043,0.0,0.3910489134304642,0.01184996707365043,4.0
35776,Bundesliga,2024/2025,12,Cristian Gamboa,Cristian Gamboa,35,Sub,Substitute,Substitute,DR,Right Back,Right Defender,DR,Right Back,Right Defender,Bochum,0.36860813143708354,75.0,0.0,0.0,0.03071734428642363,0.0,0.36860813143708354,0.03071734428642363,0.5
36471,Champions League,2024/2025,10,Callum McGregor,Callum McGregor,32,MC,Central Midfielder,Central Midfielder,MC,Central Midfielder,Central Midfielder,MC,Central Midfielder,Central Midfielder,Celtic,0.4449417226492052,588.0,-0.0008060149994635838,8.0,0.044494172264920515,-8.060149994635838e-05,0.4441357076497416,0.04441357076497416,
37099,Bundesliga,2024/2025,30,Thomas Müller,Thomas Müller,35,AMC,Attacking Midfielder,Attacking Midfielder,AMC|AMR|FW|MC,Attacking Midfielder|Right Attacking Midfielder|Striker|Central Midfielder,Attacking Midfielder|Right Winger|Striker|Central Midfielder,AMC,Attacking Midfielder,Attacking Midfielder,Bayern Munich,2.0701636615538823,475.0,0.04003492574081171,8.0,0.06900545538512941,0.0013344975246937236,2.1101985872946942,0.07033995290982314,6.0
37099,Champions League,2024/2025,12,Thomas Müller,Thomas Müller,35,AMC,Attacking Midfielder,Attacking Midfielder,AMC|AMR|FW|MC,Attacking Midfielder|Right Attacking Midfielder|Striker|Central Midfielder,Attacking Midfielder|Right Winger|Striker|Central Midfielder,AMC,Attacking Midfielder,Attacking Midfielder,Bayern Munich,1.0674460147829643,131.0,-0.0006304219182387246,1.0,0.08895383456524703,-5.253515985322705e-05,1.0668155928647256,0.0889012994053938,
37344,Europa League,2024/2025,10,Ricky van Wolfswinkel,Ricky van Wolfswinkel,36,FW,Striker,Striker,FW,Striker,Striker,FW,Striker,Striker,Twente,0.2785365978241151,134.0,-0.004783643238151346,4.0,0.02785365978241151,-0.00047836432381513454,0.27375295458596377,0.027375295458596377,
