player_id,competition,season,matches_played,name,name_clean,age,position,position_full,grouped_position,position_list,position_full_list,grouped_position_list,primary_position,primary_position_full,primary_grouped_position,team_name,pass_xt_total,pass_xt_count,dribble_xt_total,dribble_xt_count,pass_xt_per90,dribble_xt_per90,total_xt,total_xt_per90,market_value_eur_m
137521,Ligue 1,2024/2025,10,Nabil Bentaleb,Nabil Bentaleb,30,MC,Central Midfielder,Central Midfielder,DMC|MC,Defensive Midfielder|Central Midfielder,Defensive Midfielder|Central Midfielder,MC,Central Midfielder,Central Midfielder,Lille,0.2956303168397371,211.0,0.0,0.0,0.02956303168397371,0.0,0.2956303168397371,0.02956303168397371,6.0
137837,Bundesliga,2024/2025,19,Franck Honorat,Franck Honorat,28,AMR,Right Attacking Midfielder,Right Winger,AML|AMR|DMR|FW|FWL|FWR|ML|MR,Left Attacking Midfielder|Right Attacking Midfielder|Right Defensive Midfielder|Striker|Left Winger|Right Winger|Left Midfielder|Right Midfielder,Left Winger|Right Winger|Defensive Midfielder|Striker|Central Midfielder,MR,Right Midfielder,Central Midfielder,Borussia M.Gladbach,2.5511964127889675,381.0,0.012414312310907488,13.0,0.13427349540994565,0.0006533848584688151,2.563610725099875,0.13492688026841448,12.0
138686,Premier League,2024/2025,20,Sam Szmodics,Sam Szmodics,29,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Sub,Substitute,Substitute,Ipswich,0.24458064754664616,146.0,-0.027816757251415043,4.0,0.012229032377332309,-0.001390837862570752,0.2167638902952311,0.010838194514761555,10.0
138695,LaLiga,2024/2025,34,Oliver McBurnie,Oliver McBurnie,29,Sub,Substitute,Substitute,FW,Striker,Striker,FW,Striker,Striker,Las Palmas,0.6008930870913225,278.0,-0.010388492753155662,16.0,0.01767332609092125,-0.0003055439045045783,0.5905045943381668,0.017367782186416672,2.5
139111,Ligue 1,2024/2025,26,Jean-Eudes Aholou,Jean-Eudes Aholou,31,Sub,Substitute,Substitute,DMC|MC,Defensive Midfielder|Central Midfielder,Defensive Midfielder|Central Midfielder,MC,Central Midfielder,Central Midfielder,Angers,0.6789705107926194,645.0,0.004061062287864101,12.0,0.026114250415100744,0.00015619470337938852,0.6830315730804835,0.026270445118480132,2.0
139186,Champions League,2024/2025,5,Lucas Hernández,Lucas Hernández,29,Sub,Substitute,Substitute,DC|DL,Centre-Back|Left Back,Centre-Back|Left Defender,DC,Centre-Back,Centre-Back,Paris Saint-Germain,0.05296094713825808,75.0,0.0,0.0,0.010592189427651616,0.0,0.05296094713825808,0.010592189427651616,
139186,Ligue 1,2024/2025,16,Lucas Hernández,Lucas Hernández,29,Sub,Substitute,Substitute,DC|DL,Centre-Back|Left Back,Centre-Back|Left Defender,DC,Centre-Back,Centre-Back,Paris Saint-Germain,0.5862321180722461,828.0,0.0019919274398369604,2.0,0.03663950737951538,0.00012449546498981002,0.5882240455120831,0.03676400284450519,25.0
139299,Europa League,2024/2025,7,Branco van den Boomen,Branco van den Boomen,29,MC,Central Midfielder,Central Midfielder,DMC|MC,Defensive Midfielder|Central Midfielder,Defensive Midfielder|Central Midfielder,MC,Central Midfielder,Central Midfielder,Ajax,0.5493572460636241,231.0,-0.0031762173297881736,1.0,0.07847960658051774,-0.00045374533282688197,0.546181028733836,0.07802586124769086,
139623,Serie A,2024/2025,20,Joel Pohjanpalo,Joel Pohjanpalo,30,FW,Striker,Striker,FW,Striker,Striker,FW,Striker,Striker,Venezia,0.6076981032496038,214.0,0.0019706018470017736,3.0,0.030384905162480193,9.853009235008868e-05,0.6096687050966056,0.03048343525483028,4.5
140051,Europa League,2024/2025,5,Gaëtan Laborde,Gaëtan Laborde,31,FW,Striker,Striker,AMC|AMR|FW|FWL|FWR,Attacking Midfielder|Right Attacking Midfielder|Striker|Left Winger|Right Winger,Attacking Midfielder|Right Winger|Striker|Left Winger,FW,Striker,Striker,Nice,0.16189363283253116,58.0,0.08129179935383939,2.0,0.032378726566506234,0.016258359870767878,0.24318543218637056,0.048637086437274116,
